128.0	178.0
129.0	179.0
220.0	190.0
237.0	192.0
260.0	192.0
260.0	191.0
259.0	184.0
255.0	159.0
253.0	151.0
251.0	144.0
237.0	108.0
217.0	64.0
216.0	64.0
199.0	65.0
189.0	73.0
184.0	79.0
161.0	112.0
157.0	118.0
152.0	127.0
145.0	140.0
140.0	150.0
